category,name,url
VIEW ALL,"FAB 1 Sqmm Single Core Red FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-1-sqmm-single-core-red-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msno5wn7r38w51
VIEW ALL,"FAB 2.5 Sqmm Single Core Red FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-25-sqmm-single-core-red-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msno5wn7r36w51
VIEW ALL,"FAB 1.5 Sqmm Single Core Red FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-15-sqmm-single-core-red-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msnm9xywqdpdkj
VIEW ALL,"FAB 1 Sqmm Single Core Black FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-1-sqmm-single-core-black-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msnr50nw2py251
VIEW ALL,"Finoflex 1.5 Sqmm PVC Single Core Black Insulated Electrical Wire, Length: 60 m",https://www.moglix.com/finoflex-15-sqmm-pvc-single-core-black-insulated-electrical-wire-length-60-m/mp/msn75dqlz8wd92
VIEW ALL,"CabONE 2.5 Sqmm Red FR PVC Multi Strand Electrical Wire, CabONE019, Length: 90m",https://www.moglix.com/cabone-25-sqmm-red-fr-pvc-multi-strand-electrical-wire-cabone019-length-90m/mp/msn4k6zxq068kq
VIEW ALL,"FAB 1.5 Sqmm Single Core Black FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-15-sqmm-single-core-black-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msn2km1m3xy89v
VIEW ALL,"CabONE 1.5 Sqmm Red FR PVC Multi Strand Electrical Wire, CabONE013, Length: 90m",https://www.moglix.com/cabone-15-sqmm-red-fr-pvc-multi-strand-electrical-wire-cabone013-length-90m/mp/msnl5gl2ewrpk4
VIEW ALL,"FAB 1.5 Sqmm Single Core Blue FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-15-sqmm-single-core-blue-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msnq94p1qyzek0
VIEW ALL,"FAB 0.75 Sqmm Single Core Black FR PVC CCS Copper Insulated House Wire, Length: 91 m",https://www.moglix.com/fab-075-sqmm-single-core-black-fr-pvc-ccs-copper-insulated-house-wire-length-91-m/mp/msn153v3r60yk3-g
VIEW ALL,Microtek EM4160+ 160-285V Metallic Grey Voltage Stabilizer Upto 1.5 Ton AC with 3 Years Warranty,https://www.moglix.com/microtek-em4160-160-285v-metallic-grey-voltage-stabilizer-upto-15-ton-ac-with-3-years-warranty/mp/msn2quzm7q8exx
VIEW ALL,"Microtek EM 4170+ 170-280V Digital AC Voltage Stabilizer for Upto 1.5 Ton AC with 3 Years Warranty, 899-150-4170",https://www.moglix.com/microtek-em-4170-170-280v-digital-ac-voltage-stabilizer-for-upto-15-ton-ac-with-3-years-warranty/mp/msn2w6jmjbtnoj
VIEW ALL,"Microtek Pearl EM 4160 Plus 160-285V AC Voltage Stabilizer for Upto 1.5 Ton AC, 899-500-4160",https://www.moglix.com/microtek-pearl-em-4160-plus-160-285v-ac-voltage-stabilizer-for-upto-15-ton-ac/mp/msnz5267owzw9x-g
VIEW ALL,V-Guard VE 400 90-300V Electronic Voltage Stabilizer for Upto 1.5 Ton AC with 3 Years Warranty,https://www.moglix.com/v-guard-ve-400-90-300v-electronic-voltage-stabilizer-for-upto-15-ton-ac-with-3-years-warranty/mp/msnpkepd8omd9g
VIEW ALL,"Amptek 12V 4.5Ah Black Sealed Rechargeable SMF Industrial Battery, AT12-4.5",https://www.moglix.com/amptek-12v-45ah-black-sealed-rechargeable-smf-industrial-battery-at12-45/mp/msno5wn6p7gw51
VIEW ALL,"Bluebird 5kVA 130-280V Copper Wounded Voltage Stabilizer for 2 Ton Air Conditioner, BA513A",https://www.moglix.com/bluebird-5kva-130-280v-copper-wounded-voltage-stabilizer-for-2-ton-air-conditioner-ba513a/mp/msnrkreq6rd39n
VIEW ALL,"Amptek 6V 1.3Ah Black Sealed Rechargeable SLA Industrial Battery, AT6-1.3",https://www.moglix.com/amptek-6v-13ah-black-sealed-rechargeable-sla-industrial-battery-at6-13/mp/msnvk13q67v891-g
VIEW ALL,"Microtek EML 5090 5KVA 90-300V Mainline Digital Voltage Stabilizer with 2 Years Warranty, 899-140-5090",https://www.moglix.com/microtek-eml-5090-5kva-90-300v-mainline-digital-voltage-stabilizer-with-2-years-warranty/mp/msn2qgya8shnkr
VIEW ALL,"Amptek 6V 7Ah Black Sealed Rechargeable SLA Industrial Battery, AT6-7",https://www.moglix.com/amptek-6v-7ah-black-sealed-rechargeable-sla-industrial-battery-at6-7/mp/msnl5glwrm7pk4
VIEW ALL,"Microtek Pearl EM 5170 Plus 170-270V AC Voltage Stabilizer for Upto 2 Ton AC, 899-500-5170",https://www.moglix.com/microtek-pearl-em-5170-plus-170-270v-ac-voltage-stabilizer-for-upto-2-ton-ac/mp/msn2km1e2lw89v
VIEW ALL,"Luminous Eco Watt Neo 700 600VA/12V Square Single Battery Wave Inverter for Home, Office & Shops, F03170004851",https://www.moglix.com/luminous-eco-watt-neo-700-600va-square-wave-inverter-f03170004851/mp/msnz526logew9x
VIEW ALL,Luminous Zolt 900VA Pure Sinewave Inverter & RC 16000ST 135Ah Battery Combo with Trolley,https://www.moglix.com/luminous-zolt-900va-pure-sinewave-inverter-rc-16000st-135ah-battery-combo-with-trolley/mp/msn858080rj492
VIEW ALL,"Luminous Optimus 2300 2000VA/24V 1600W Sine Double Battery Wave Inverter for Home, Office & Shops",https://www.moglix.com/luminous-optimus-2300-2000va-1600w-sine-wave-inverter/mp/msnnkqgwvoqz9x
VIEW ALL,Microtek Superpower 900 (12V) DG Inverter UPS,https://www.moglix.com/microtek-superpower-900-900va-12v-inverter-ups/mp/msn457menl3n9j
VIEW ALL,"Microtek 2350 (24V) DG Heavy Duty Advanced Digital TPZi UPS, 899-991-2301",https://www.moglix.com/microtek-2350-24v-dg-heavy-duty-advanced-digital-tpzi-ups-899-991-2301/mp/msnl5gl030lpk4
VIEW ALL,"Luminous Eco Watt Neo 1050 900VA/12V Square Single Battery Wave Inverter for Home, Office & Shops, F03110514851",https://www.moglix.com/luminous-eco-watt-neo-1050-900va-square-wave-inverter-f03110514851/mp/msn19z2zlje853-g
VIEW ALL,"Luminous Zelio+ 1100 900VA/12V Single Battery Pure Sine Wave Inverter for Home, Office & Shops",https://www.moglix.com/luminous-zelio-1100-pure-sine-wave-inverter/mp/msn2qh0u32i5c1-g
VIEW ALL,"Luminous Eco Volt Neo 1050 900VA/12V Single Battery Sine Wave Inverter for Home, Office & Shops, F04110515151",https://www.moglix.com/luminous-eco-volt-neo-1050-900va-square-wave-inverter-f04110515151/mp/msn19z2zljd853-g
VIEW ALL,"APC 600VA Back-UPS without Auto Shutdown Software, BX600C-IN",https://www.moglix.com/apc-black-360w-ups-inverter-bx600c-in/mp/msn2qnskj52umj
VIEW ALL,"Luminous Icon 1100 900VA/12V 756W White Pure Single Battery Sine Wave Inverter for Home, Office & Shops",https://www.moglix.com/luminous-icon-1100-white-pure-sine-wave-inverter/mp/msn75dqnm8rd92
VIEW ALL,Silcon Gold MS01 3+1 2.5m 220W Plastic White Extension Board,https://www.moglix.com/silcon-gold-ms01-31-25m-220w-plastic-white-extension-board/mp/msnvk1318zxj91
VIEW ALL,Dewon Electric 12 Module Plastic Brown Wooden Finish Wall Switch Board Plate with LED Indicator,https://www.moglix.com/dewon-electric-12-module-plastic-brown-wooden-finish-wall-switch-board-plate-with-led-indicator/mp/msnv5oop00lv56
VIEW ALL,Silcon Gold 16A 220V Urea White MCB Socket Combined with Box,https://www.moglix.com/silcon-gold-16a-220v-urea-white-mcb-socket-combined-with-box/mp/msn75dqlz81d92
VIEW ALL,Silcon Gold M666 6+1 2.5m 220W Plastic White Round Extension Board,https://www.moglix.com/silcon-gold-m666-61-25m-220w-plastic-white-round-extension-board/mp/msnl5glezg3yk4
VIEW ALL,Silcon Gold A16 5+1 2.5m 220W Plastic White Extension Board,https://www.moglix.com/silcon-gold-a16-51-25m-220w-plastic-white-extension-board/mp/msn19z2y31o353
VIEW ALL,Dewon Electric 12 Module Plastic White Wall Switch Board Plate,https://www.moglix.com/dewon-electric-12-module-plastic-white-wall-switch-board-plate/mp/msnl5glezz0yk4
VIEW ALL,"Gold Coast 6A Polycarbonate White 3 Pin Top Play Plug, 2132-WH",https://www.moglix.com/gold-coast-6a-polycarbonate-white-3-pin-top-play-plug-2132-wh/mp/msn39yrnd2225q
VIEW ALL,"Honeywell 8 Socket Surge Protector with Master Switch, HC000010/SRG/2M/BLK/8",https://www.moglix.com/honeywell-8-socket-surge-protector-with-master-switch-hc000010-srg-2m-blk-8/mp/msn457me8zqq9j
VIEW ALL,Dewon Electric 2 Module Plastic Black Wall Switch Board Plate,https://www.moglix.com/dewon-electric-2-module-plastic-black-wall-switch-board-plate/mp/msn19z2y33g353
VIEW ALL,"Schneider Electric AvatarOn 16A 250V Polycarbonate White Switched Socket, E8315_16_WE",https://www.moglix.com/schneider-electric-avataron-16a-250v-polycarbonate-white-switched-socket-e8315-16-we/mp/msnv5oodx44v56
VIEW ALL,"Havells Euro-II 32A Double Pole C Curve MCB, DHMGCDPF032",https://www.moglix.com/havells-euro-ii-32a-double-pole-c-curve-mcb-dhmgcdpf032/mp/msn2vdxtgrv49l
VIEW ALL,"Dewon Electric 63A Double Pole Isolator, CB2002063A",https://www.moglix.com/dewon-electric-63a-double-pole-isolator-cb2002063a/mp/msnrkrerdg239n
VIEW ALL,"Schneider Electric Acti9 xC60 10A C-Curve Double Pole MCB, A9N2P10C, Breaking Capacity: 10 kA",https://www.moglix.com/schneider-10a-2-pole-c-curve-xc60-mcb-a9n2p10c/mp/msn2qgqmkgrvnr
VIEW ALL,"Dewon Electric 32A 10kA  Double Pole MCB, CB2001032C",https://www.moglix.com/dewon-electric-32a-10ka-double-pole-mcb-cb2001032c/mp/msnz526374xw9x
VIEW ALL,"Schneider Electric Acti9 C60H-DC 16A C-Curve Single Pole MCB, A9N61511, Breaking Capacity: 20kA",https://www.moglix.com/schneider-c60h-16a-single-pole-mcb-a9n61511/mp/msn4k6zo14vykq
VIEW ALL,"Schneider Electric EasyPact CVS 400A Four Pole MCCB, LV540319, Breaking Capacity: 50 kA",https://www.moglix.com/schneider-400a-50ka-4-pole-mccb-with-distribution-board-lv540319/mp/msn2qgvqd5218v
VIEW ALL,"Schneider Electric ARGUS 7m Single Load 360 deg Slim Surface Mount PIR Occupancy Sensor, CSS54E_WE",https://www.moglix.com/schneider-electric-argus-7m-single-load-360-degree-slim-surface-mount-pir-occupancy-sensor-css54e-we/mp/msnpkep1v2xd9g
VIEW ALL,"Schneider Electric Easy9 25A C Curve Four Pole MCB, EZ9F76425, Breaking Capacity: 6 kA",https://www.moglix.com/schneider-easy9-25a-c-curve-four-pole-mcb-ez9f76425-breaking-capacity-6-ka/mp/msno5wn0yqmr51
VIEW ALL,"Dewon Electric 10A 10kA Single Pole MCB, CB1001010C",https://www.moglix.com/dewon-electric-10a-10ka-single-pole-mcb-cb1001010c/mp/msnrkrerdg139n
VIEW ALL,"Schneider Electric Acti9 xC60 16A C-Curve Single Pole MCB, A9N1P16C, Breaking Capacity: 10 kA",https://www.moglix.com/schneider-16a-single-pole-c-curve-xc60-mcb-a9n1p16c/mp/msn2ve5h3e8wkf
VIEW ALL,R.K 1.5 Sqmm 30m 3 Core Copper Submersible Flat Cable,https://www.moglix.com/rk-15-sqmm-30m-3-core-copper-submersible-flat-cable/mp/msnnkqg4r32v9x
VIEW ALL,R.K 2.5 Sqmm 50m 3 Core Copper Submersible Flat Cable,https://www.moglix.com/rk-25-sqmm-50m-3-core-copper-submersible-flat-cable/mp/msn39yrog6el5q-g
VIEW ALL,Damor 50m 2.5 Sqmm 3 Core Copper Submersible Flat Cable,https://www.moglix.com/damor-50m-25-sqmm-3-core-copper-submersible-flat-cable/mp/msn85803y30492-g
VIEW ALL,R.K 2.5 Sqmm 30m 3 Core Copper Submersible Flat Cable,https://www.moglix.com/rk-25-sqmm-30m-3-core-copper-submersible-flat-cable/mp/msne9j8g4mdr9d
VIEW ALL,V-Guard VG-400 170-270V Electronic Voltage Stabilizer for Upto 1.5 Ton AC with 3 Years Warranty,https://www.moglix.com/v-guard-vg-400-170-270v-electronic-voltage-stabilizer-for-upto-15-ton-ac-with-3-years-warranty/mp/msn2rcn414icnp
VIEW ALL,V-Guard VGMW 500 Plus 5kVA 90-300V Mainline Voltage Stabilizer with 2 Years Warranty,https://www.moglix.com/v-guard-vgmw-500-plus-5kva-90-300v-mainline-voltage-stabilizer-with-2-years-warranty/mp/msn2w2tmwx7r2x
VIEW ALL,"Microtek Superpower 700 700VA Inverter UPS, Input Voltage: 90-300V",https://www.moglix.com/microtek-superpower-700-700va-inverter-ups-input-voltage-90-300v/mp/msn4k6zgxpe8kq
VIEW ALL,Kalinga Plus 1.5 Sqmm 90m Red FR PVC Housing Wire,https://www.moglix.com/kalinga-plus-15-sqmm-90m-red-fr-pvc-housing-wire/mp/msn8580yrqzl92
VIEW ALL,"Okaya 140Ah PowerON Advanced Jumbo Tubular Inverter Battery for Home, Office & Shops, OPSJT17048",https://www.moglix.com/okaya-140ah-power-on-tubular-advanced-inverter-battery-for-home-office-shops-opsjt17048/mp/msnv5oo21go056
VIEW ALL,Damor 30m 2.5 Sqmm 3 Core Copper Submersible Flat Cable,https://www.moglix.com/damor-30m-25-sqmm-3-core-copper-submersible-flat-cable/mp/msnnkqg62yyz9x
VIEW ALL,"Leoch LP12-5.4 12V 5.4Ah SMF Battery for UPS, Lighting, Spray Pumps & Other Applications",https://www.moglix.com/leoch-lp12-54-12v-54ah-smf-battery-for-ups-lighting-spray-pumps/mp/msn4k6z48p23kq
VIEW ALL,"Schneider Electric EasyPact CVS 100A Four Pole MCCB, LV510317, Breaking Capacity: 25 kA",https://www.moglix.com/schneider-100a-25ka-4-pole-easypact-cvs-mccb-lv510317/mp/msn2ve1nb6ne47-g
